value
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0971
0.1766
0.2846
0.3772
0.4296
0.7789
0.9755
0.7389
0.7316
0.8059
1.4995
1.4801
1.0067
1.0471
2.6194
1.1228
1.1316
1.2143
1.2679
1.146
1.2297
1.1466
1.0884
1.226
1.1093
1.1333
1.0286
0.933
0.8993
0.8636
0.8015
0.7603
0.621
0.5786
0.4715
0.3984
0.5304
0.1924
0.0997
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
