value
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0
0.6277
1.2515
1.8676
2.4721
3.0615
3.6319
4.18
4.7023
5.1956
5.6569
6.0832
6.4721
6.8211
7.1281
7.391
7.6085
7.779
7.9015
7.9753
8.0
7.9753
7.9015
7.779
7.6085
7.391
7.1281
6.8211
6.4721
6.0832
5.6569
5.1956
4.7023
4.18
3.6319
3.0615
2.4721
1.8676
1.2515
0.6277
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
