battery_charge_amount,battery_current_charge,battery_discharge_amount,battery_soc,grid_co2_per_kWh_current,grid_co2_production,grid_export_price_current,grid_export,grid_export_revenue,grid_import,grid_import_cost,grid_status_current,grid_import_price_current,load_0_load_current,load_0_load_met,pv_curtailment,pv_renewable_current,pv_renewable_used,wallbox_0_car_absorbed_energy,wallbox_0_car_name,wallbox_0_car_soc,wallbox_0_wallbox_consumption,wallbox_1_car_absorbed_energy,wallbox_1_car_name,wallbox_1_car_soc,wallbox_1_wallbox_consumption,wallbox_2_car_absorbed_energy,wallbox_2_car_name,wallbox_2_car_soc,wallbox_2_wallbox_consumption,wallbox_3_car_absorbed_energy,wallbox_3_car_name,wallbox_3_car_soc,wallbox_3_wallbox_consumption,wallbox_4_car_absorbed_energy,wallbox_4_car_name,wallbox_4_car_soc,wallbox_4_wallbox_consumption,balance_overall_provided_to_microgrid,balance_overall_absorbed_from_microgrid,balance_flex_provided_to_microgrid,balance_flex_absorbed_from_microgrid,balance_controllable_provided_to_microgrid,balance_controllable_absorbed_from_microgrid,balance_fixed_provided_to_microgrid,balance_fixed_absorbed_from_microgrid,datetime,simulation_name,simulation_run,role
0.0,12.0,0.0,0.764,508.0,12.68,6.0,0.0,0.0,399.372,0.947,4.0,9.485,-400.0,400.0,0.0,0.628,0.628,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T16:45:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,304.0,7.6,6.0,0.0,0.0,400.0,0.881,4.0,8.809,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T17:00:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,304.0,7.6,6.0,0.0,0.0,400.0,0.881,4.0,8.809,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T17:15:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,304.0,7.6,6.0,0.0,0.0,400.0,0.881,4.0,8.809,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T17:30:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,304.0,7.6,6.0,0.0,0.0,400.0,0.881,4.0,8.809,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T17:45:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,524.0,13.1,6.0,0.0,0.0,400.0,0.896,4.0,8.955,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T18:00:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,524.0,13.1,6.0,0.0,0.0,400.0,0.896,4.0,8.955,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T18:15:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,524.0,13.1,6.0,0.0,0.0,400.0,0.896,4.0,8.955,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T18:30:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,524.0,13.1,6.0,0.0,0.0,400.0,0.896,4.0,8.955,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T18:45:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,516.0,12.9,6.0,0.0,0.0,400.0,0.935,4.0,9.347,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T19:00:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,516.0,12.9,6.0,0.0,0.0,400.0,0.935,4.0,9.347,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T19:15:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,516.0,12.9,6.0,0.0,0.0,400.0,0.935,4.0,9.347,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T19:30:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,516.0,12.9,6.0,0.0,0.0,400.0,0.935,4.0,9.347,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T19:45:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,664.0,16.6,6.0,0.0,0.0,400.0,0.913,4.0,9.13,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T20:00:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,664.0,16.6,6.0,0.0,0.0,400.0,0.913,4.0,9.13,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T20:15:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,664.0,16.6,6.0,0.0,0.0,400.0,0.913,4.0,9.13,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T20:30:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,664.0,16.6,6.0,0.0,0.0,400.0,0.913,4.0,9.13,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T20:45:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,628.0,15.7,6.0,0.0,0.0,400.0,0.88,4.0,8.8,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T21:00:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,628.0,15.7,6.0,0.0,0.0,400.0,0.88,4.0,8.8,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T21:15:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,628.0,15.7,6.0,0.0,0.0,400.0,0.88,4.0,8.8,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T21:30:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,628.0,15.7,6.0,0.0,0.0,400.0,0.88,4.0,8.8,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T21:45:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,816.0,20.4,6.0,0.0,0.0,400.0,0.86,4.0,8.601,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T22:00:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,816.0,20.4,6.0,0.0,0.0,400.0,0.86,4.0,8.601,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T22:15:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,816.0,20.4,6.0,0.0,0.0,400.0,0.86,4.0,8.601,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T22:30:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,816.0,20.4,6.0,0.0,0.0,400.0,0.86,4.0,8.601,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T22:45:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,664.0,16.6,6.0,0.0,0.0,400.0,0.881,4.0,8.806,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T23:00:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,664.0,16.6,6.0,0.0,0.0,400.0,0.881,4.0,8.806,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T23:15:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,664.0,16.6,6.0,0.0,0.0,400.0,0.881,4.0,8.806,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T23:30:00Z,November,BaselineEnvironmentalConditions,base
0.0,12.0,0.0,0.764,664.0,16.6,6.0,0.0,0.0,400.0,0.881,4.0,8.806,-400.0,400.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0,2025-11-01T23:45:00Z,November,BaselineEnvironmentalConditions,base
